INFO: kbplacer_plugin_action.py:70: Plugin version: 0.14
INFO: kbplacer_plugin_action.py:71: Python version: '3.13.9 (main, Nov 10 2011, 15:00:00) [GCC 15.2.0]'
INFO: kbplacer_plugin_action.py:72: KiCad version: 9.0.6 with 4.2.4 gtk3 (phoenix) wxWidgets 3.2.8
INFO: kbplacer_dialog.py:631: Language: en
INFO: kbplacer_plugin_action.py:80: GUI state: {"layout_path": "/home/guy/Desktop/KiCad/Guy-s-split-keyboard/PCB/keyboard-layout-FULL.json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "SW{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Custom", "position": {"x": 3.5, "y": 0.25, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "additional_elements": [{"annotation_format": "ST{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": false, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
DEBUG: key_placer.py:424: Set key 1U distance: 19050000/19050000
DEBUG: key_placer.py:141: Switches by nets: defaultdict(<class 'list'>, {frozenset({'Col22', 'Row11'}): ['SW26', 'SW5'], frozenset({'Row22', 'Col22'}): ['SW27', 'SW6'], frozenset({'Col33', 'Row33'}): ['SW32', 'SW11'], frozenset({'Row44', 'Col33'}): ['SW33', 'SW12'], frozenset({'Col55', 'Row22'}): ['SW38', 'SW17'], frozenset({'Col55', 'Row33'}): ['SW39', 'SW18'], frozenset({'Col11', 'Row11'}): ['SW22', 'SW1'], frozenset({'Row22', 'Col11'}): ['SW23', 'SW2'], frozenset({'Col11', 'Row33'}): ['SW24', 'SW3'], frozenset({'Row44', 'Col11'}): ['SW25', 'SW4'], frozenset({'Col33', 'Row11'}): ['SW30', 'SW9'], frozenset({'Row22', 'Col33'}): ['SW31', 'SW10'], frozenset({'Col44', 'Row11'}): ['SW34', 'SW13'], frozenset({'Row22', 'Col44'}): ['SW35', 'SW14'], frozenset({'Col44', 'Row33'}): ['SW36', 'SW15'], frozenset({'Col55', 'Row11'}): ['SW37', 'SW16'], frozenset({'Col66', 'Row11'}): ['SW40', 'SW19'], frozenset({'Col66', 'Row22'}): ['SW41', 'SW20'], frozenset({'Col66', 'Row33'}): ['SW42', 'SW21'], frozenset({'Row33', 'Col22'}): ['SW28', 'SW7'], frozenset({'Row44', 'Col22'}): ['SW29', 'SW8']})
DEBUG: key_placer.py:145: Diodes by switch: {'SW29': ['D29'], 'SW26': ['D26'], 'SW36': ['D36'], 'SW31': ['D31'], 'SW25': ['D25'], 'SW23': ['D23'], 'SW35': ['D35'], 'SW30': ['D30'], 'SW39': ['D39'], 'SW38': ['D38'], 'SW41': ['D41'], 'SW27': ['D27'], 'SW28': ['D28'], 'SW40': ['D40'], 'SW37': ['D37'], 'SW24': ['D24'], 'SW22': ['D22'], 'SW33': ['D33'], 'SW32': ['D32'], 'SW34': ['D34'], 'SW42': ['D42'], 'SW15': ['D15'], 'SW8': ['D8'], 'SW10': ['D10'], 'SW13': ['D13'], 'SW16': ['D16'], 'SW3': ['D3'], 'SW19': ['D19'], 'SW5': ['D5'], 'SW20': ['D20'], 'SW6': ['D6'], 'SW9': ['D9'], 'SW1': ['D1'], 'SW14': ['D14'], 'SW4': ['D4'], 'SW21': ['D21'], 'SW7': ['D7'], 'SW2': ['D2'], 'SW17': ['D17'], 'SW18': ['D18'], 'SW11': ['D11'], 'SW12': ['D12']}
INFO: kle_serial.py:931: User layout: [[{'y': 1, 'x': 3.5}, 'E', {'x': 10.5}, 'I'], [{'y': -0.875, 'x': 2.5}, 'W', {'x': 1}, 'R', {'x': 8.5}, 'U', {'x': 1}, 'O'], [{'y': -0.875, 'x': 5.5}, 'T', {'x': 6.5}, 'Y'], [{'y': -0.875, 'x': 1.5}, 'Q', {'x': 14.5}, 'P'], [{'y': -0.9950000000000001, 'x': 0.5}, '\ntab', {'x': 16.5}, '\nbacksp'], [{'y': -0.3799999999999999, 'x': 3.5}, 'D', {'x': 10.5}, 'K'], [{'y': -0.875, 'x': 2.5}, 'S', {'x': 1}, 'F', {'x': 8.5}, 'J', {'x': 1}, 'L'], [{'y': -0.875, 'x': 5.5}, 'G', {'x': 6.5}, 'H'], [{'y': -0.875, 'x': 1.5}, 'A', {'x': 14.5}, ':\n;'], [{'y': -0.9950000000000001, 'x': 0.5}, '\ncaps', {'x': 16.5}, '\nenter'], [{'y': -0.3799999999999999, 'x': 3.5}, 'C', {'x': 10.5}, '<\n,'], [{'y': -0.875, 'x': 2.5}, 'X', {'x': 1}, 'V', {'x': 8.5}, 'M', {'x': 1}, '>\n.'], [{'y': -0.875, 'x': 5.5}, 'B', {'x': 6.5}, 'N'], [{'y': -0.875, 'x': 1.5}, 'Z', {'x': 14.5}, '?\n/'], [{'y': -0.9950000000000001, 'x': 0.5}, '\nalt', {'x': 16.5}, '\nalt'], [{'rx': 6.5, 'ry': 4.25, 'x': -2.8, 'a': 7}, ''], [{'rx': 13, 'x': 1.8000000000000007}, ''], [{'r': 15, 'rx': 6.5, 'y': 0.34999999999999964, 'x': -1.4000000000000004}, ''], [{'r': 30, 'y': -2.0999999999999996, 'h': 2}, ''], [{'r': -30, 'rx': 13, 'y': -1, 'x': -1, 'h': 2}, ''], [{'r': -15, 'y': 0.34999999999999964, 'x': 0.40000000000000036}, '']]
DEBUG: key_placer.py:724: Layout offset: (38100000, 28575000)
DEBUG: kle_serial.py:990: Layout with: x_ortholinear_keys=19, y_ortholinear_keys=6, rotated_keys=4, encoders=0, iso_enters=0 and unrecognized_shape_keys=0
DEBUG: kle_serial.py:1015: Layout tagged: [<KeyboardTag.OTHER: 4>]
WARNING: key_placer.py:741: Layout of this kind with missing key matrix annotations may produce unexpected footprint order. For details see: https://github.com/adamws/kicad-kbplacer/blob/master/docs/annotation_guide.md
DEBUG: board_modifier.py:94: Setting SW1 footprint position: (114300000, 57150000)
DEBUG: board_modifier.py:94: Setting SW2 footprint position: (333375000, 57150000)
DEBUG: board_modifier.py:94: Setting SW3 footprint position: (95250000, 59531250)
DEBUG: board_modifier.py:94: Setting SW4 footprint position: (133350000, 59531250)
DEBUG: board_modifier.py:94: Setting SW5 footprint position: (314325000, 59531250)
DEBUG: board_modifier.py:94: Setting SW6 footprint position: (352425000, 59531250)
DEBUG: board_modifier.py:94: Setting SW7 footprint position: (152400000, 61912500)
DEBUG: board_modifier.py:94: Setting SW8 footprint position: (295275000, 61912500)
DEBUG: board_modifier.py:94: Setting SW9 footprint position: (76200000, 64293750)
DEBUG: board_modifier.py:94: Setting SW10 footprint position: (371475000, 64293750)
DEBUG: board_modifier.py:94: Setting SW11 footprint position: (57150000, 64389000)
DEBUG: board_modifier.py:94: Setting SW12 footprint position: (390525000, 64389000)
DEBUG: board_modifier.py:94: Setting SW13 footprint position: (114300000, 76200000)
DEBUG: board_modifier.py:94: Setting SW14 footprint position: (333375000, 76200000)
DEBUG: board_modifier.py:94: Setting SW15 footprint position: (95250000, 78581250)
DEBUG: board_modifier.py:94: Setting SW16 footprint position: (133350000, 78581250)
DEBUG: board_modifier.py:94: Setting SW17 footprint position: (314325000, 78581250)
DEBUG: board_modifier.py:94: Setting SW18 footprint position: (352425000, 78581250)
DEBUG: board_modifier.py:94: Setting SW19 footprint position: (152400000, 80962500)
DEBUG: board_modifier.py:94: Setting SW20 footprint position: (295275000, 80962500)
DEBUG: board_modifier.py:94: Setting SW21 footprint position: (76200000, 83343750)
DEBUG: board_modifier.py:94: Setting SW22 footprint position: (371475000, 83343750)
DEBUG: board_modifier.py:94: Setting SW23 footprint position: (57150000, 83439000)
DEBUG: board_modifier.py:94: Setting SW24 footprint position: (390525000, 83439000)
DEBUG: board_modifier.py:94: Setting SW25 footprint position: (114300000, 95250000)
DEBUG: board_modifier.py:94: Setting SW26 footprint position: (333375000, 95250000)
DEBUG: board_modifier.py:94: Setting SW27 footprint position: (95250000, 97631250)
DEBUG: board_modifier.py:94: Setting SW28 footprint position: (133350000, 97631250)
DEBUG: board_modifier.py:94: Setting SW29 footprint position: (314325000, 97631250)
DEBUG: board_modifier.py:94: Setting SW30 footprint position: (352425000, 97631250)
DEBUG: board_modifier.py:94: Setting SW31 footprint position: (152400000, 100012500)
DEBUG: board_modifier.py:94: Setting SW32 footprint position: (295275000, 100012500)
DEBUG: board_modifier.py:94: Setting SW33 footprint position: (76200000, 102393750)
DEBUG: board_modifier.py:94: Setting SW34 footprint position: (371475000, 102393750)
DEBUG: board_modifier.py:94: Setting SW35 footprint position: (57150000, 102489000)
DEBUG: board_modifier.py:94: Setting SW36 footprint position: (390525000, 102489000)
DEBUG: board_modifier.py:94: Setting SW37 footprint position: (118110000, 119062500)
DEBUG: board_modifier.py:94: Setting SW38 footprint position: (329565000, 119062500)
DEBUG: board_modifier.py:94: Setting SW39 footprint position: (144780000, 125730000)
DEBUG: board_modifier.py:94: Setting SW40 footprint position: (171450000, 114300000)
DEBUG: board_modifier.py:94: Setting SW41 footprint position: (276225000, 109537500)
DEBUG: board_modifier.py:94: Setting SW42 footprint position: (302895000, 125730000)
INFO: key_placer.py:1078: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=3.5, y=0.25, orientation=0.0, side=<Side.FRONT: 'Front'>), template_path='')]
DEBUG: board_modifier.py:107: Getting SW1 footprint position: (114300000, 57150000)
DEBUG: board_modifier.py:94: Setting D1 footprint position: (117800000, 57400000)
DEBUG: board_modifier.py:107: Getting SW2 footprint position: (333375000, 57150000)
DEBUG: board_modifier.py:94: Setting D2 footprint position: (336875000, 57400000)
DEBUG: board_modifier.py:107: Getting SW3 footprint position: (95250000, 59531250)
DEBUG: board_modifier.py:94: Setting D3 footprint position: (98750000, 59781250)
DEBUG: board_modifier.py:107: Getting SW4 footprint position: (133350000, 59531250)
DEBUG: board_modifier.py:94: Setting D4 footprint position: (136850000, 59781250)
DEBUG: board_modifier.py:107: Getting SW5 footprint position: (314325000, 59531250)
DEBUG: board_modifier.py:94: Setting D5 footprint position: (317825000, 59781250)
DEBUG: board_modifier.py:107: Getting SW6 footprint position: (352425000, 59531250)
DEBUG: board_modifier.py:94: Setting D6 footprint position: (355925000, 59781250)
DEBUG: board_modifier.py:107: Getting SW7 footprint position: (152400000, 61912500)
DEBUG: board_modifier.py:94: Setting D7 footprint position: (155900000, 62162500)
DEBUG: board_modifier.py:107: Getting SW8 footprint position: (295275000, 61912500)
DEBUG: board_modifier.py:94: Setting D8 footprint position: (298775000, 62162500)
DEBUG: board_modifier.py:107: Getting SW9 footprint position: (76200000, 64293750)
DEBUG: board_modifier.py:94: Setting D9 footprint position: (79700000, 64543750)
DEBUG: board_modifier.py:107: Getting SW10 footprint position: (371475000, 64293750)
DEBUG: board_modifier.py:94: Setting D10 footprint position: (374975000, 64543750)
DEBUG: board_modifier.py:107: Getting SW11 footprint position: (57150000, 64389000)
DEBUG: board_modifier.py:94: Setting D11 footprint position: (60650000, 64639000)
